# Exported by snowmicropyn 1.1.0 (git hash 810911e91ee489585bd69acfc72637e7a61b7dc0)
distance [mm],force [N]
182.3554,0.6541
182.3595,0.5998
182.3636,0.6157
182.3678,0.5442
182.3719,0.6753
182.3760,0.5906
182.3802,0.6104
182.3843,0.6356
182.3884,0.6343
182.3926,0.6038
182.3967,0.5892
182.4008,0.6568
182.4050,0.7256
182.4091,0.7428
182.4132,0.7203
182.4173,0.6740
182.4215,0.6608
182.4256,0.7164
182.4297,0.7495
182.4339,0.8183
182.4380,0.7203
182.4421,0.6925
182.4463,0.6727
182.4504,0.7124
182.4545,0.7296
182.4587,0.6912
182.4628,0.6766
182.4669,0.6528
182.4711,0.6409
182.4752,0.6647
182.4793,0.6329
182.4835,0.6104
182.4876,0.6700
182.4917,0.6608
182.4959,0.6793
182.5000,0.6846
182.5041,0.6462
182.5083,0.6819
182.5124,0.6687
182.5165,0.6674
182.5207,0.6846
182.5248,0.7164
182.5289,0.6872
182.5331,0.6131
182.5372,0.6396
182.5413,0.7005
182.5454,0.7601
182.5496,0.7481
182.5537,0.7336
182.5578,0.6634
182.5620,0.6224
182.5661,0.5972
182.5702,0.6621
182.5744,0.7283
182.5785,0.7773
182.5826,0.7707
182.5868,0.7362
182.5909,0.7680
182.5950,0.7733
182.5992,0.6343
182.6033,0.6435
182.6074,0.6687
182.6116,0.6806
182.6157,0.7601
182.6198,0.7852
182.6240,0.7111
182.6281,0.6899
182.6322,0.6687
182.6364,0.7336
182.6405,0.7760
182.6446,0.7124
182.6488,0.5998
182.6529,0.6250
182.6570,0.6488
182.6611,0.5945
182.6653,0.5972
182.6694,0.6409
182.6735,0.6528
182.6777,0.6462
182.6818,0.6819
182.6859,0.6647
182.6901,0.6992
182.6942,0.6528
182.6983,0.6780
182.7025,0.6290
182.7066,0.6051
182.7107,0.6409
182.7149,0.6846
182.7190,0.6846
182.7231,0.6594
182.7273,0.6819
182.7314,0.6886
182.7355,0.7217
182.7397,0.7097
182.7438,0.6872
182.7479,0.7203
182.7521,0.6833
182.7562,0.7296
182.7603,0.7799
182.7645,0.7468
182.7686,0.7521
182.7727,0.8077
182.7769,0.8369
182.7810,0.7428
182.7851,0.7786
182.7892,0.8435
182.7934,0.8567
182.7975,0.8925
182.8016,0.8859
182.8058,0.8183
182.8099,0.8144
182.8140,0.8912
182.8182,0.8554
182.8223,0.8819
182.8264,0.8302
182.8306,0.8236
182.8347,0.7256
182.8388,0.7097
182.8430,0.7561
182.8471,0.7627
182.8512,0.7879
182.8554,0.7203
182.8595,0.6872
182.8636,0.7203
182.8678,0.6766
182.8719,0.7058
182.8760,0.7150
182.8802,0.7018
182.8843,0.7296
182.8884,0.7680
182.8926,0.7654
182.8967,0.6833
182.9008,0.6965
182.9050,0.7270
182.9091,0.7985
182.9132,0.8448
182.9173,0.8792
182.9215,0.8024
182.9256,0.8223
182.9297,0.7879
182.9339,0.8276
182.9380,0.8077
182.9421,0.8660
182.9463,0.8117
182.9504,0.7839
182.9545,0.7587
182.9587,0.8077
182.9628,0.8236
182.9669,0.8170
182.9711,0.8197
182.9752,0.8117
182.9793,0.8051
182.9835,0.8448
182.9876,0.8819
182.9917,0.8448
182.9959,0.8739
183.0000,0.9044
183.0041,0.9017
183.0083,0.9004
183.0124,0.8753
183.0165,0.8236
183.0207,0.8091
183.0248,0.8249
183.0289,0.8091
183.0331,0.8223
183.0372,0.8885
183.0413,0.9296
183.0454,0.8991
183.0496,0.9216
183.0537,0.8938
183.0578,0.8064
183.0620,0.8064
183.0661,0.7455
183.0702,0.7402
183.0744,0.7402
183.0785,0.8024
183.0826,0.7905
183.0868,0.7945
183.0909,0.8422
183.0950,0.8766
183.0992,0.8051
183.1033,0.8581
183.1074,0.8514
183.1116,0.7746
183.1157,0.8329
183.1198,0.8686
183.1240,0.8700
183.1281,0.8461
183.1322,0.8501
183.1364,0.9031
183.1405,0.9004
183.1446,0.6528
183.1488,0.6435
183.1529,0.6766
183.1570,0.6925
183.1611,0.6965
183.1653,0.7362
183.1694,0.7733
183.1735,0.8342
183.1777,0.8766
183.1818,0.8130
183.1859,0.8144
183.1901,0.8038
183.1942,0.7826
183.1983,0.8289
183.2025,0.7773
183.2066,0.7548
183.2107,0.7455
183.2149,0.7813
183.2190,0.7137
183.2231,0.7217
183.2273,0.7905
183.2314,0.8077
183.2355,0.8077
183.2397,0.7733
183.2438,0.7587
183.2479,0.7918
183.2521,0.8183
183.2562,0.8369
183.2603,0.8806
183.2645,0.8475
183.2686,0.8660
183.2727,0.8832
183.2769,0.9163
183.2810,0.8965
183.2851,0.8792
183.2892,0.8594
183.2934,0.8978
183.2975,0.8488
183.3016,0.8461
183.3058,0.8104
183.3099,0.8276
183.3140,0.8024
183.3182,0.7720
183.3223,0.8554
183.3264,0.7879
183.3306,0.7296
183.3347,0.7071
183.3388,0.7071
183.3430,0.7137
183.3471,0.6833
183.3512,0.6978
183.3554,0.7124
183.3595,0.7733
183.3636,0.6634
183.3678,0.6528
183.3719,0.7111
183.3760,0.7574
183.3802,0.7892
183.3843,0.8130
183.3884,0.8038
183.3926,0.7481
183.3967,0.7826
183.4008,0.8673
183.4050,0.9150
183.4091,0.9057
183.4132,0.8170
183.4173,0.7442
183.4215,0.7084
183.4256,0.6568
183.4297,0.6462
183.4339,0.6290
183.4380,0.6608
183.4421,0.6674
183.4463,0.7005
183.4504,0.7389
183.4545,0.7190
183.4587,0.7018
183.4628,0.7468
183.4669,0.7270
183.4711,0.7230
183.4752,0.7349
183.4793,0.6713
183.4835,0.6171
183.4876,0.6038
183.4917,0.6515
183.4959,0.6621
183.5000,0.6660
183.5041,0.7058
183.5083,0.7243
183.5124,0.7230
183.5165,0.7058
183.5207,0.7481
183.5248,0.7667
183.5289,0.8051
183.5331,0.7270
183.5372,0.7270
183.5413,0.7508
183.5454,0.7071
183.5496,0.7044
183.5537,0.7323
183.5578,0.7018
183.5620,0.7243
183.5661,0.7336
183.5702,0.7587
183.5744,0.7442
183.5785,0.6753
183.5826,0.7150
183.5868,0.7601
183.5909,0.7746
183.5950,0.7945
183.5992,0.7654
183.6033,0.7707
183.6074,0.7839
183.6116,0.7402
183.6157,0.7256
183.6198,0.6329
183.6240,0.6435
183.6281,0.6965
183.6322,0.7177
183.6364,0.7071
183.6405,0.7389
183.6446,0.7415
183.6488,0.7720
183.6529,0.8197
183.6570,0.7627
183.6611,0.7389
183.6653,0.7309
183.6694,0.7468
183.6735,0.7918
183.6777,0.7720
183.6818,0.7839
183.6859,0.8197
183.6901,0.8541
183.6942,0.8117
183.6983,0.8183
183.7025,0.7746
183.7066,0.7190
183.7107,0.7309
183.7149,0.6621
183.7190,0.7217
183.7231,0.7707
183.7273,0.7746
183.7314,0.8316
183.7355,0.8541
183.7397,0.8766
183.7438,0.9627
183.7479,0.9203
183.7521,0.9335
183.7562,0.9494
183.7603,0.9044
183.7645,0.8806
183.7686,0.8435
183.7727,0.8130
183.7769,0.8567
183.7810,0.7640
183.7851,0.7640
183.7892,0.7813
183.7934,0.7058
183.7975,0.6396
183.8016,0.7124
183.8058,0.7468
183.8099,0.7548
183.8140,0.6965
183.8182,0.7044
183.8223,0.7084
183.8264,0.7680
183.8306,0.7799
183.8347,0.7773
183.8388,0.7746
183.8430,0.7481
183.8471,0.6449
183.8512,0.6634
183.8554,0.6687
183.8595,0.6290
183.8636,0.6568
183.8678,0.6952
183.8719,0.7270
183.8760,0.7283
183.8802,0.7362
183.8843,0.7601
183.8884,0.7574
183.8926,0.7614
183.8967,0.8038
183.9008,0.7627
183.9050,0.7707
183.9091,0.7534
183.9132,0.7481
183.9173,0.7654
183.9215,0.7786
183.9256,0.7773
183.9297,0.7336
183.9339,0.7256
183.9380,0.7839
183.9421,0.7614
183.9463,0.7601
183.9504,0.7323
183.9545,0.6727
183.9587,0.6488
183.9628,0.6634
183.9669,0.6713
183.9711,0.7150
183.9752,0.6608
183.9793,0.6528
183.9835,0.6409
183.9876,0.6608
183.9917,0.6793
183.9959,0.6819
184.0000,0.6912
184.0041,0.6833
184.0083,0.6833
184.0124,0.6329
184.0165,0.6263
184.0207,0.6819
184.0248,0.7137
184.0289,0.7203
184.0331,0.7124
184.0372,0.7164
184.0413,0.7097
184.0454,0.7256
184.0496,0.7150
184.0537,0.7058
184.0578,0.7111
184.0620,0.7071
184.0661,0.6647
184.0702,0.6740
184.0744,0.6872
184.0785,0.7044
184.0826,0.7230
184.0868,0.7521
184.0909,0.7733
184.0950,0.7746
184.0992,0.7270
184.1033,0.6912
184.1074,0.7177
184.1116,0.7905
184.1157,0.8011
184.1198,0.7349
184.1240,0.7071
184.1281,0.6806
184.1322,0.6594
184.1364,0.6899
184.1405,0.6886
184.1446,0.7177
184.1488,0.6846
184.1529,0.6621
184.1570,0.6859
184.1611,0.7005
184.1653,0.6740
184.1694,0.6978
184.1735,0.6329
184.1777,0.6713
184.1818,0.6555
184.1859,0.7243
184.1901,0.7044
184.1942,0.7190
184.1983,0.7150
184.2025,0.7601
184.2066,0.8077
184.2107,0.7058
184.2149,0.7521
184.2190,0.8011
184.2231,0.8064
184.2273,0.7839
184.2314,0.7521
184.2355,0.7283
184.2397,0.6965
184.2438,0.7044
184.2479,0.7601
184.2521,0.7084
184.2562,0.6872
184.2603,0.7349
184.2645,0.7495
184.2686,0.7481
184.2727,0.7428
184.2769,0.7932
184.2810,0.7839
184.2851,0.7985
184.2892,0.7865
184.2934,0.8329
184.2975,0.8475
184.3016,0.8501
184.3058,0.9216
184.3099,0.9349
184.3140,0.9507
184.3182,0.9931
184.3223,0.9057
184.3264,0.8753
184.3306,0.9243
184.3347,0.9680
184.3388,0.9891
184.3430,0.9362
184.3471,0.9428
184.3512,0.9507
184.3554,0.8686
184.3595,0.8898
184.3636,0.8753
184.3678,0.8739
184.3719,0.8726
184.3760,0.8144
184.3802,0.8130
184.3843,0.8475
184.3884,0.8408
184.3926,0.8607
184.3967,0.8845
184.4008,0.8965
184.4050,0.8607
184.4091,0.8104
184.4132,0.8766
184.4173,0.9031
184.4215,0.8951
184.4256,0.8157
184.4297,0.8660
184.4339,0.8024
184.4380,0.8686
184.4421,0.8382
184.4463,0.8898
184.4504,0.9057
184.4545,0.9243
184.4587,0.8475
184.4628,0.7865
184.4669,0.8289
184.4711,0.8223
184.4752,0.8541
184.4793,0.8276
184.4835,0.8369
184.4876,0.8832
184.4917,0.8501
184.4959,0.8038
184.5000,0.8157
184.5041,0.8845
184.5083,0.8448
184.5124,0.8077
184.5165,0.8024
184.5207,0.8249
184.5248,0.7495
184.5289,0.7044
184.5331,0.7442
184.5372,0.7865
184.5413,0.8355
184.5454,0.8408
184.5496,0.7932
184.5537,0.7865
184.5578,0.7905
184.5620,0.7998
184.5661,0.7918
184.5702,0.7521
184.5744,0.8038
184.5785,0.8183
184.5826,0.8885
184.5868,0.8726
184.5909,0.7442
184.5950,0.7561
184.5992,0.8104
184.6033,0.8183
184.6074,0.8435
184.6116,0.8395
184.6157,0.8408
184.6198,0.8435
184.6240,0.8488
184.6281,0.8289
184.6322,0.8077
184.6364,0.7998
184.6405,0.8117
184.6446,0.7627
184.6488,0.7428
184.6529,0.7918
184.6570,0.8104
184.6611,0.8607
184.6653,0.8408
184.6694,0.8925
184.6735,0.8819
184.6777,0.8845
184.6818,0.8925
184.6859,0.8448
184.6901,0.8422
184.6942,0.8223
184.6983,0.7270
184.7025,0.7389
184.7066,0.7839
184.7107,0.7693
184.7149,0.7773
184.7190,0.7508
184.7231,0.7998
184.7273,0.7945
184.7314,0.8647
184.7355,0.8912
184.7397,0.8673
184.7438,0.8395
184.7479,0.7534
184.7521,0.7362
184.7562,0.7415
184.7603,0.7508
184.7645,0.7680
184.7686,0.8038
184.7727,0.8011
184.7769,0.8024
184.7810,0.8051
184.7851,0.8051
184.7892,0.7614
184.7934,0.7680
184.7975,0.7879
184.8016,0.8011
184.8058,0.7720
184.8099,0.7190
184.8140,0.7296
184.8182,0.7614
184.8223,0.8144
184.8264,0.8117
184.8306,0.7799
184.8347,0.8104
184.8388,0.8210
184.8430,0.8435
184.8471,0.8408
184.8512,0.8739
184.8554,0.8726
184.8595,0.8024
184.8636,0.7932
184.8678,0.8064
184.8719,0.8263
184.8760,0.8051
184.8802,0.8302
184.8843,0.8422
184.8884,0.7998
184.8926,0.7905
184.8967,0.7270
184.9008,0.7323
184.9050,0.6806
184.9091,0.6819
184.9132,0.7124
184.9173,0.7455
184.9215,0.8077
184.9256,0.8024
184.9297,0.7905
184.9339,0.7852
184.9380,0.7746
184.9421,0.7945
184.9463,0.8448
184.9504,0.7971
184.9545,0.8475
184.9587,0.8342
184.9628,0.8170
184.9669,0.7932
184.9711,0.7852
184.9752,0.7905
184.9793,0.8514
184.9835,0.8700
184.9876,0.8819
184.9917,0.9375
184.9959,0.8700
185.0000,0.7971
185.0041,0.8700
185.0083,0.9176
185.0124,0.9322
185.0165,0.9176
185.0207,0.9203
185.0248,0.8819
185.0289,0.9229
185.0331,0.8461
185.0372,0.8686
185.0413,0.7707
185.0454,0.6872
185.0496,0.7680
185.0537,0.8051
185.0578,0.8316
185.0620,0.8912
185.0661,0.8766
185.0702,0.8541
185.0744,0.8501
185.0785,0.8978
185.0826,0.8898
185.0868,0.8991
185.0909,0.8197
185.0950,0.8183
185.0992,0.8316
185.1033,0.8382
185.1074,0.7826
185.1116,0.7985
185.1157,0.8541
185.1198,0.8316
185.1240,0.7415
185.1281,0.6872
185.1322,0.7534
185.1364,0.7918
185.1405,0.7958
185.1446,0.8435
185.1488,0.8806
185.1529,0.7865
185.1570,0.7918
185.1611,0.8408
185.1653,0.8342
185.1694,0.8197
185.1735,0.8501
185.1777,0.8633
185.1818,0.8130
185.1859,0.7918
185.1901,0.7680
185.1942,0.8197
185.1983,0.7760
185.2025,0.7601
185.2066,0.8157
185.2107,0.8581
185.2149,0.8792
185.2190,0.8686
185.2231,0.8514
185.2273,0.8673
185.2314,0.8806
185.2355,0.8408
185.2397,0.8302
185.2438,0.8422
185.2479,0.8647
185.2521,0.8077
185.2562,0.8647
185.2603,0.8819
185.2645,0.8872
185.2686,0.9468
185.2727,0.9931
185.2769,0.9401
185.2810,0.9097
185.2851,0.9415
185.2892,0.8567
185.2934,0.9163
185.2975,0.9428
185.3016,0.9375
185.3058,0.9627
185.3099,0.9163
185.3140,0.9256
185.3182,0.8912
185.3223,0.8633
185.3264,0.8739
185.3306,0.8819
185.3347,0.9322
185.3388,0.9507
185.3430,0.8607
185.3471,0.7879
185.3512,0.8673
185.3554,0.8581
185.3595,0.8302
185.3636,0.8938
185.3678,0.8779
185.3719,0.9123
185.3760,0.8594
185.3802,0.9097
185.3843,0.9680
185.3884,0.9349
185.3926,0.9097
185.3967,0.8011
185.4008,0.7680
185.4050,0.7958
185.4091,0.8011
185.4132,0.8726
185.4173,0.9084
185.4215,0.9031
185.4256,0.9004
185.4297,0.9070
185.4339,0.9349
185.4380,0.9150
185.4421,0.9216
185.4463,0.9507
185.4504,0.9243
185.4545,0.9401
185.4587,0.9521
185.4628,1.0024
185.4669,0.9931
185.4711,0.9176
185.4752,0.8620
185.4793,0.8435
185.4835,0.8806
185.4876,0.9229
185.4917,0.9415
185.4959,0.9282
185.5000,0.8925
185.5041,0.9468
185.5083,0.9269
185.5124,1.0143
185.5165,0.9256
185.5207,0.8885
185.5248,0.9494
185.5289,0.9680
185.5331,0.9640
185.5372,0.9640
185.5413,0.8991
185.5454,0.9044
185.5496,0.8898
185.5537,0.9137
185.5578,0.9084
185.5620,0.9335
185.5661,0.9057
185.5702,0.9150
185.5744,0.9123
185.5785,0.8739
185.5826,0.8660
185.5868,0.8408
185.5909,0.8038
185.5950,0.8528
185.5992,0.9004
185.6033,0.9137
185.6074,0.9243
185.6116,0.8978
185.6157,0.8633
185.6198,0.8978
185.6240,0.8700
185.6281,0.8713
185.6322,0.8739
185.6364,0.8859
185.6405,0.8726
185.6446,0.8819
185.6488,0.8713
185.6529,0.9044
185.6570,0.9322
185.6611,0.8872
185.6653,0.8567
185.6694,0.8872
185.6735,0.9322
185.6777,0.9057
185.6818,0.8925
185.6859,0.8819
185.6901,0.8329
185.6942,0.7561
185.6983,0.7813
185.7025,0.8051
185.7066,0.8369
185.7107,0.8408
185.7149,0.8528
185.7190,0.8898
185.7231,0.8978
185.7273,0.9110
185.7314,0.9468
185.7355,0.8408
185.7397,0.8633
185.7438,0.8978
185.7479,0.9057
185.7521,0.8686
185.7562,0.8448
185.7603,0.8395
185.7645,0.8501
185.7686,0.9110
185.7727,0.9282
185.7769,0.9627
185.7810,0.9547
185.7851,0.9534
185.7892,0.9388
185.7934,0.9746
185.7975,1.0328
185.8016,1.0169
185.8058,0.9785
185.8099,0.9004
185.8140,0.9190
185.8182,0.9031
185.8223,0.8316
185.8264,0.8382
185.8306,0.8342
185.8347,0.8938
185.8388,0.9349
185.8430,0.9680
185.8471,0.9084
185.8512,0.9362
185.8554,0.8819
185.8595,0.9401
185.8636,0.9349
185.8678,0.9772
185.8719,0.9017
185.8760,0.9759
185.8802,0.8859
185.8843,0.7945
185.8884,0.7918
185.8926,0.8104
185.8967,0.8170
185.9008,0.8514
185.9050,0.8806
185.9091,0.9044
185.9132,0.9388
185.9173,0.9441
185.9215,0.9441
185.9256,0.9123
185.9297,0.8739
185.9339,0.8488
185.9380,0.8779
185.9421,0.8859
185.9463,0.8806
185.9504,0.7879
185.9545,0.7773
185.9587,0.8408
185.9628,0.8263
185.9669,0.8382
185.9711,0.8382
185.9752,0.8104
185.9793,0.8872
185.9835,0.9097
185.9876,0.9362
185.9917,0.9454
185.9959,0.9785
186.0000,0.9838
186.0041,1.0593
186.0083,0.9905
186.0124,0.9958
186.0165,1.0514
186.0207,1.0421
186.0248,0.9719
186.0289,0.9243
186.0331,0.8766
186.0372,0.7720
186.0413,0.7786
186.0454,0.7786
186.0496,0.8316
186.0537,0.9084
186.0578,0.9574
186.0620,0.9560
186.0661,0.9759
186.0702,0.9428
186.0744,0.9229
186.0785,0.9759
186.0826,1.0222
186.0868,0.9719
186.0909,0.9481
186.0950,0.9627
186.0992,0.9958
186.1033,0.9852
186.1074,0.9931
186.1116,0.9362
186.1157,0.8965
186.1198,0.8567
186.1240,0.8660
186.1281,0.8302
186.1322,0.8686
186.1364,0.8488
186.1405,0.8514
186.1446,0.8620
186.1488,0.8104
186.1529,0.8249
186.1570,0.8289
186.1611,0.8461
186.1653,0.8925
186.1694,0.9613
186.1735,0.9256
186.1777,0.8488
186.1818,0.8289
186.1859,0.8316
186.1901,0.8554
186.1942,0.8925
186.1983,0.9216
186.2025,0.9229
186.2066,0.9190
186.2107,0.9216
186.2149,0.9282
186.2190,0.9415
186.2231,0.9653
186.2273,0.9971
186.2314,1.0103
186.2355,1.0540
186.2397,1.0395
186.2438,1.0302
186.2479,0.9666
186.2521,0.9176
186.2562,0.8938
186.2603,0.8673
186.2645,0.9335
186.2686,0.9891
186.2727,0.9905
186.2769,1.0090
186.2810,1.0289
186.2851,1.0540
186.2892,1.0289
186.2934,0.9203
186.2975,0.9243
186.3016,0.9481
186.3058,0.9653
186.3099,0.9534
186.3140,0.9653
186.3182,0.9706
186.3223,0.9163
186.3264,0.9428
186.3306,0.9905
186.3347,1.0077
186.3388,0.9627
186.3430,0.9600
186.3471,0.9627
186.3512,0.9084
186.3554,0.9560
186.3595,0.9494
186.3636,0.9574
186.3678,0.9825
186.3719,0.9441
186.3760,0.8806
186.3802,0.8091
186.3843,0.8316
186.3884,0.7627
186.3926,0.6899
186.3967,0.7217
186.4008,0.7309
186.4050,0.7521
186.4091,0.7548
186.4132,0.8077
186.4173,0.8236
186.4215,0.8117
186.4256,0.7998
186.4297,0.7574
186.4339,0.7733
186.4380,0.8130
186.4421,0.7958
186.4463,0.7826
186.4504,0.7826
186.4545,0.8064
186.4587,0.8501
186.4628,0.8528
186.4669,0.8236
186.4711,0.8528
186.4752,0.8925
186.4793,0.9229
186.4835,0.9587
186.4876,0.9534
186.4917,0.9560
186.4959,0.9084
186.5000,0.9349
186.5041,0.9216
186.5083,1.0037
186.5124,0.9719
186.5165,0.9441
186.5207,0.9190
186.5248,0.8978
186.5289,0.8276
186.5331,0.8554
186.5372,0.8620
186.5413,0.9110
186.5454,0.8594
186.5496,0.7548
186.5537,0.7932
186.5578,0.7323
186.5620,0.7283
186.5661,0.7918
186.5702,0.7455
186.5744,0.8064
186.5785,0.8501
186.5826,0.9097
186.5868,0.8832
186.5909,0.9137
186.5950,0.9084
186.5992,0.8726
186.6033,0.8514
186.6074,0.8302
186.6116,0.8620
186.6157,0.9057
186.6198,0.9150
186.6240,0.8819
186.6281,0.8660
186.6322,0.8541
186.6364,0.8859
186.6405,0.8779
186.6446,0.8925
186.6488,0.8753
186.6529,0.8263
186.6570,0.7521
186.6611,0.7534
186.6653,0.7005
186.6694,0.7084
186.6735,0.7336
186.6777,0.7945
186.6818,0.8607
186.6859,0.8859
186.6901,0.8448
186.6942,0.7918
186.6983,0.8316
186.7025,0.8475
186.7066,0.8620
186.7107,0.8514
186.7149,0.8912
186.7190,0.9017
186.7231,0.9481
186.7273,0.9468
186.7314,0.9084
186.7355,0.9349
186.7397,0.9838
186.7438,1.0355
186.7479,1.0143
186.7521,0.9825
186.7562,1.0408
186.7603,1.0765
186.7645,1.0103
186.7686,0.9415
186.7727,0.9017
186.7769,0.9097
186.7810,0.9521
186.7851,0.9362
186.7892,0.9243
186.7934,0.9838
186.7975,0.9958
186.8016,0.9256
186.8058,0.9031
186.8099,0.8845
186.8140,0.9335
186.8182,0.9905
186.8223,1.0143
186.8264,0.9706
186.8306,0.9216
186.8347,0.8779
186.8388,0.9362
186.8430,0.9441
186.8471,0.8779
186.8512,0.8898
186.8554,0.9375
186.8595,0.8647
186.8636,0.8726
186.8678,0.8753
186.8719,0.9044
186.8760,0.8978
186.8802,0.8845
186.8843,0.8739
186.8884,0.8951
186.8926,0.8713
186.8967,0.8832
186.9008,0.9057
186.9050,0.8686
186.9091,0.8157
186.9132,0.7521
186.9173,0.8130
186.9215,0.8713
186.9256,0.9190
186.9297,0.8753
186.9339,0.8077
186.9380,0.8024
186.9421,0.8369
186.9463,0.8501
186.9504,0.8607
186.9545,0.8435
186.9587,0.8912
186.9628,0.8885
186.9669,0.8011
186.9711,0.7746
186.9752,0.8567
186.9793,0.9507
186.9835,0.8779
186.9876,0.9203
186.9917,0.9507
186.9959,0.9891
187.0000,0.9785
187.0041,1.0222
187.0083,1.0275
187.0124,1.0593
187.0165,1.0315
187.0207,0.9772
187.0248,1.0090
187.0289,1.0103
187.0331,1.0011
187.0372,0.9706
187.0413,0.9229
187.0454,0.9349
187.0496,0.9521
187.0537,0.9388
187.0578,0.9878
187.0620,1.0011
187.0661,0.9560
187.0702,1.0183
187.0744,0.9931
187.0785,1.0117
187.0826,1.0514
187.0868,0.9918
187.0909,1.0130
187.0950,1.0474
187.0992,0.9534
187.1033,0.9693
187.1074,1.0130
187.1116,0.9971
187.1157,0.9812
187.1198,0.9905
187.1240,1.0222
187.1281,0.9494
187.1322,0.8700
187.1364,0.9216
187.1405,1.0143
187.1446,1.0077
187.1488,0.9468
187.1529,0.9587
187.1570,0.9322
187.1611,0.9110
187.1653,0.8978
187.1694,0.9084
187.1735,0.9269
187.1777,0.9110
187.1818,0.9282
187.1859,0.9825
187.1901,0.9375
187.1942,0.8991
187.1983,0.8859
187.2025,0.9163
187.2066,0.8806
187.2107,0.9282
187.2149,0.9110
187.2190,0.9084
187.2231,0.8408
187.2273,0.7971
187.2314,0.7879
187.2355,0.7415
187.2397,0.7203
187.2438,0.7455
187.2479,0.7998
187.2521,0.8183
187.2562,0.8541
187.2603,0.8779
187.2645,0.8739
187.2686,0.9110
187.2727,0.9587
187.2769,1.0037
187.2810,1.0633
187.2851,1.1149
187.2892,1.0699
187.2934,1.0977
187.2975,1.0792
187.3016,1.0699
187.3058,0.9799
187.3099,0.9163
187.3140,0.9944
187.3182,1.0130
187.3223,1.0487
187.3264,1.0117
187.3306,1.0222
187.3347,1.0342
187.3388,1.0501
187.3430,1.1017
187.3471,1.1176
187.3512,1.0408
187.3554,1.0117
187.3595,0.9507
187.3636,0.9309
187.3678,0.8819
187.3719,0.8289
187.3760,0.8554
187.3802,0.8872
187.3843,0.9031
187.3884,0.8647
187.3926,0.8819
187.3967,0.9190
187.4008,1.0130
187.4050,1.0342
187.4091,1.0474
187.4132,0.9137
187.4173,0.8501
187.4215,0.8620
187.4256,0.8382
187.4297,0.8236
187.4339,0.8673
187.4380,0.9031
187.4421,0.9441
187.4463,0.9296
187.4504,0.9852
187.4545,0.9759
187.4587,0.9785
187.4628,0.9216
187.4669,0.8912
187.4711,0.8686
187.4752,0.9084
187.4793,0.9534
187.4835,1.0143
187.4876,1.0196
187.4917,1.0090
187.4959,0.9296
187.5000,0.8739
187.5041,0.8859
187.5083,0.8991
187.5124,0.9057
187.5165,0.8859
187.5207,0.8766
187.5248,0.8607
187.5289,0.8885
187.5330,0.8779
187.5372,0.8978
187.5413,0.9229
187.5454,0.9296
187.5496,0.9044
187.5537,0.9070
187.5578,0.8991
187.5620,0.8792
187.5661,0.7614
187.5702,0.7826
187.5744,0.8633
187.5785,0.8475
187.5826,0.8912
187.5868,0.9017
187.5909,0.8859
187.5950,0.9428
187.5992,0.9878
187.6033,1.0461
187.6074,0.9838
187.6116,0.9296
187.6157,0.9401
187.6198,0.9388
187.6240,0.9865
187.6281,1.0130
187.6322,0.9997
187.6364,1.0620
187.6405,1.0898
187.6446,1.1043
187.6488,1.0474
187.6529,0.9852
187.6570,0.9441
187.6611,0.9865
187.6653,0.9137
187.6694,0.8581
187.6735,0.8938
187.6777,0.8607
187.6818,0.8501
187.6859,0.9137
187.6901,0.9507
187.6942,0.9666
187.6983,0.9812
187.7025,1.0130
187.7066,1.0553
187.7107,1.0050
187.7149,0.8912
187.7190,0.9772
187.7231,0.9891
187.7273,1.0249
187.7314,1.0673
187.7355,1.0620
187.7397,1.0275
187.7438,0.9203
187.7479,0.8249
187.7521,0.8183
187.7562,0.8978
187.7603,0.9719
187.7645,1.0050
187.7686,1.0553
187.7727,1.0487
187.7769,0.9454
187.7810,0.8620
187.7851,0.9150
187.7892,0.9468
187.7934,0.9693
187.7975,0.9706
187.8016,0.9944
187.8058,0.9587
187.8099,0.9309
187.8140,0.9123
187.8182,0.9454
187.8223,0.8898
187.8264,0.9176
187.8306,0.9733
187.8347,1.0117
187.8388,1.0249
187.8430,1.0342
187.8471,1.0342
187.8512,1.0011
187.8554,0.9401
187.8595,0.9560
187.8636,0.9812
187.8678,0.9454
187.8719,0.9282
187.8760,0.9454
187.8802,0.9600
187.8843,0.9110
187.8884,0.9401
187.8926,0.9746
187.8967,1.0169
187.9008,1.0448
187.9050,1.0752
187.9091,1.1176
187.9132,1.0911
187.9173,0.9560
187.9215,0.9799
187.9256,1.0024
187.9297,1.0434
187.9339,1.0580
187.9380,1.0381
187.9421,1.0011
187.9463,1.0289
187.9504,1.0050
187.9545,0.9733
187.9587,0.9057
187.9628,0.8528
187.9669,0.8978
187.9711,0.9706
187.9752,1.0024
187.9793,1.0395
187.9835,1.0779
187.9876,1.1096
187.9917,1.0779
187.9959,1.0553
188.0000,1.0328
188.0041,1.0752
188.0083,1.0183
188.0124,1.0249
188.0165,1.0699
188.0207,1.1216
188.0248,1.1732
188.0289,1.1931
188.0330,1.1282
188.0372,1.1600
188.0413,1.2037
188.0454,1.2235
188.0496,1.1917
188.0537,1.1189
188.0578,1.1507
188.0620,1.1851
188.0661,1.2090
188.0702,0.9693
188.0744,0.8951
188.0785,0.9203
188.0826,0.9838
188.0868,0.9812
188.0909,0.9719
188.0950,0.9905
188.0992,1.0077
188.1033,1.0262
188.1074,1.0315
